activity_id,name,category,sector,source,unit_type
commercial_vehicle-vehicle_type_lcv-fuel_source_petrol_hev-engine_size_lt_1350cc-vehicle_age_post_2015-vehicle_weight_na,LCV - Petrol hybrid (<1350cc) post-2015,Vehicles,Transport,MfE,Distance
commercial_vehicle-vehicle_type_lcv-fuel_source_petrol_hev-engine_size_lt_1350cc-vehicle_age_post_2015-vehicle_weight_na,Petrol hybrid LCV (<1350cc) post-2015,Vehicles,Transport,MfE,Distance
commercial_vehicle-vehicle_type_lcv-fuel_source_petrol_hev-engine_size_na-vehicle_age_na-vehicle_weight_na,LCV - Petrol hybrid - default factor,Vehicles,Transport,MfE,Distance
commercial_vehicle-vehicle_type_lcv-fuel_source_petrol_hev-engine_size_na-vehicle_age_post_2015-vehicle_weight_na,Petrol hybrid LCV (average) post-2015,Vehicles,Transport,MfE,Distance
commercial_vehicle-vehicle_type_lcv-fuel_source_phev_diesel-engine_size_gt_1350cc_lt_1600cc-vehicle_age_post_2015-vehicle_weight_na,Diesel PHEV LCV (1350-1600cc) - electricity consumption post-2015,Vehicles,Transport,MfE,Distance
commercial_vehicle-vehicle_type_lcv-fuel_source_phev_diesel-engine_size_gt_1350cc_lt_1600cc-vehicle_age_post_2015-vehicle_weight_na,Diesel PHEV LCV (1350-1600cc) - fuel combustion post-2015,Vehicles,Transport,MfE,Distance
commercial_vehicle-vehicle_type_lcv-fuel_source_phev_diesel-engine_size_gt_1350cc_lt_1600cc-vehicle_age_post_2015-vehicle_weight_na,LCV - PHEV (Diesel) - Diesel consumption (1350-1600cc) post-2015,Vehicles,Transport,MfE,Distance
commercial_vehicle-vehicle_type_lcv-fuel_source_phev_diesel-engine_size_gt_1350cc_lt_1600cc-vehicle_age_post_2015-vehicle_weight_na,LCV - PHEV (Diesel) - Electricity consumption (1350-1600cc) post-2015,Vehicles,Transport,MfE,Distance
commercial_vehicle-vehicle_type_lcv-fuel_source_phev_diesel-engine_size_gt_1600cc_lt_2000cc-vehicle_age_post_2015-vehicle_weight_na,Diesel PHEV LCV (1600-2000cc) - electricity consumption post-2015,Vehicles,Transport,MfE,Distance
commercial_vehicle-vehicle_type_lcv-fuel_source_phev_diesel-engine_size_gt_1600cc_lt_2000cc-vehicle_age_post_2015-vehicle_weight_na,Diesel PHEV LCV (1600-2000cc) - fuel combustion post-2015,Vehicles,Transport,MfE,Distance
commercial_vehicle-vehicle_type_lcv-fuel_source_phev_diesel-engine_size_gt_1600cc_lt_2000cc-vehicle_age_post_2015-vehicle_weight_na,LCV - PHEV (Diesel) - Diesel consumption (1600-2000cc) post-2015,Vehicles,Transport,MfE,Distance
commercial_vehicle-vehicle_type_lcv-fuel_source_phev_diesel-engine_size_gt_1600cc_lt_2000cc-vehicle_age_post_2015-vehicle_weight_na,LCV - PHEV (Diesel) - Electricity consumption (1600-2000cc) post-2015,Vehicles,Transport,MfE,Distance
commercial_vehicle-vehicle_type_lcv-fuel_source_phev_diesel-engine_size_gt_2000cc_lt_3000cc-vehicle_age_post_2015-vehicle_weight_na,Diesel PHEV LCV (2000-3000cc) - electricity consumption post-2015,Vehicles,Transport,MfE,Distance
commercial_vehicle-vehicle_type_lcv-fuel_source_phev_diesel-engine_size_gt_2000cc_lt_3000cc-vehicle_age_post_2015-vehicle_weight_na,Diesel PHEV LCV (2000-3000cc) - fuel combustion post-2015,Vehicles,Transport,MfE,Distance
commercial_vehicle-vehicle_type_lcv-fuel_source_phev_diesel-engine_size_gt_2000cc_lt_3000cc-vehicle_age_post_2015-vehicle_weight_na,LCV - PHEV (Diesel) - Diesel consumption (2000-3000cc) post-2015,Vehicles,Transport,MfE,Distance
commercial_vehicle-vehicle_type_lcv-fuel_source_phev_diesel-engine_size_gt_2000cc_lt_3000cc-vehicle_age_post_2015-vehicle_weight_na,LCV - PHEV (Diesel) - Electricity consumption (2000-3000cc) post-2015,Vehicles,Transport,MfE,Distance
commercial_vehicle-vehicle_type_lcv-fuel_source_phev_diesel-engine_size_gt_3000cc-vehicle_age_post_2015-vehicle_weight_na,Diesel PHEV LCV (>3000cc) - electricity consumption post-2015,Vehicles,Transport,MfE,Distance
commercial_vehicle-vehicle_type_lcv-fuel_source_phev_diesel-engine_size_gt_3000cc-vehicle_age_post_2015-vehicle_weight_na,Diesel PHEV LCV (>3000cc) - fuel combustion post-2015,Vehicles,Transport,MfE,Distance
commercial_vehicle-vehicle_type_lcv-fuel_source_phev_diesel-engine_size_gte_3000cc-vehicle_age_post_2015-vehicle_weight_na,LCV - PHEV (Diesel) - Diesel consumption (>3000cc) post-2015,Vehicles,Transport,MfE,Distance
commercial_vehicle-vehicle_type_lcv-fuel_source_phev_diesel-engine_size_gte_3000cc-vehicle_age_post_2015-vehicle_weight_na,LCV - PHEV (Diesel) - Electricity consumption (>3000cc) post-2015,Vehicles,Transport,MfE,Distance
commercial_vehicle-vehicle_type_lcv-fuel_source_phev_diesel-engine_size_lt_1350cc-vehicle_age_post_2015-vehicle_weight_na,Diesel PHEV LCV (<1350cc) - electricity consumption post-2015,Vehicles,Transport,MfE,Distance
commercial_vehicle-vehicle_type_lcv-fuel_source_phev_diesel-engine_size_lt_1350cc-vehicle_age_post_2015-vehicle_weight_na,Diesel PHEV LCV (<1350cc) - fuel combustion post-2015,Vehicles,Transport,MfE,Distance
commercial_vehicle-vehicle_type_lcv-fuel_source_phev_diesel-engine_size_lt_1350cc-vehicle_age_post_2015-vehicle_weight_na,LCV - PHEV (Diesel) - Diesel consumption (<1350cc) post-2015,Vehicles,Transport,MfE,Distance
commercial_vehicle-vehicle_type_lcv-fuel_source_phev_diesel-engine_size_lt_1350cc-vehicle_age_post_2015-vehicle_weight_na,LCV - PHEV (Diesel) - Electricity consumption (<1350cc) post-2015,Vehicles,Transport,MfE,Distance
commercial_vehicle-vehicle_type_lcv-fuel_source_phev_petrol-engine_size_gt_1350cc_lt_1600cc-vehicle_age_post_2015-vehicle_weight_na,LCV - PHEV (Petrol) - Electricity consumption (1350-1600cc) post-2015,Vehicles,Transport,MfE,Distance
commercial_vehicle-vehicle_type_lcv-fuel_source_phev_petrol-engine_size_gt_1350cc_lt_1600cc-vehicle_age_post_2015-vehicle_weight_na,LCV - PHEV (Petrol) - Petrol consumption (1350-1600cc) post-2015,Vehicles,Transport,MfE,Distance
commercial_vehicle-vehicle_type_lcv-fuel_source_phev_petrol-engine_size_gt_1350cc_lt_1600cc-vehicle_age_post_2015-vehicle_weight_na,Petrol PHEV LCV (1350-1600cc)  - fuel combustion post-2015,Vehicles,Transport,MfE,Distance
commercial_vehicle-vehicle_type_lcv-fuel_source_phev_petrol-engine_size_gt_1350cc_lt_1600cc-vehicle_age_post_2015-vehicle_weight_na,Petrol PHEV LCV (1350-1600cc) - electricity consumption post-2015,Vehicles,Transport,MfE,Distance
commercial_vehicle-vehicle_type_lcv-fuel_source_phev_petrol-engine_size_gt_1600cc_lt_2000cc-vehicle_age_post_2015-vehicle_weight_na,LCV - PHEV (Petrol) - Electricity consumption (1600-2000cc) post-2015,Vehicles,Transport,MfE,Distance
commercial_vehicle-vehicle_type_lcv-fuel_source_phev_petrol-engine_size_gt_1600cc_lt_2000cc-vehicle_age_post_2015-vehicle_weight_na,LCV - PHEV (Petrol) - Petrol consumption (1600-2000cc) post-2015,Vehicles,Transport,MfE,Distance
commercial_vehicle-vehicle_type_lcv-fuel_source_phev_petrol-engine_size_gt_1600cc_lt_2000cc-vehicle_age_post_2015-vehicle_weight_na,Petrol PHEV LCV (1600-2000cc) - electricity consumption post-2015,Vehicles,Transport,MfE,Distance
commercial_vehicle-vehicle_type_lcv-fuel_source_phev_petrol-engine_size_gt_1600cc_lt_2000cc-vehicle_age_post_2015-vehicle_weight_na,Petrol PHEV LCV (1600-2000cc) - fuel combustion post-2015,Vehicles,Transport,MfE,Distance
commercial_vehicle-vehicle_type_lcv-fuel_source_phev_petrol-engine_size_gt_2000cc_lt_3000cc-vehicle_age_post_2015-vehicle_weight_na,LCV - PHEV (Petrol) - Electricity consumption (2000-3000cc) post-2015,Vehicles,Transport,MfE,Distance
commercial_vehicle-vehicle_type_lcv-fuel_source_phev_petrol-engine_size_gt_2000cc_lt_3000cc-vehicle_age_post_2015-vehicle_weight_na,LCV - PHEV (Petrol) - Petrol consumption (2000-3000cc) post-2015,Vehicles,Transport,MfE,Distance
commercial_vehicle-vehicle_type_lcv-fuel_source_phev_petrol-engine_size_gt_2000cc_lt_3000cc-vehicle_age_post_2015-vehicle_weight_na,Petrol PHEV LCV (2000-3000cc) - electricity consumption post-2015,Vehicles,Transport,MfE,Distance
commercial_vehicle-vehicle_type_lcv-fuel_source_phev_petrol-engine_size_gt_2000cc_lt_3000cc-vehicle_age_post_2015-vehicle_weight_na,Petrol PHEV LCV (2000-3000cc) - fuel combustion post-2015,Vehicles,Transport,MfE,Distance
commercial_vehicle-vehicle_type_lcv-fuel_source_phev_petrol-engine_size_gt_3000cc-vehicle_age_post_2015-vehicle_weight_na,Petrol PHEV LCV (>3000cc) - electricity consumption post-2015,Vehicles,Transport,MfE,Distance
commercial_vehicle-vehicle_type_lcv-fuel_source_phev_petrol-engine_size_gt_3000cc-vehicle_age_post_2015-vehicle_weight_na,Petrol PHEV LCV (>3000cc) - fuel combustion post-2015,Vehicles,Transport,MfE,Distance
commercial_vehicle-vehicle_type_lcv-fuel_source_phev_petrol-engine_size_gte_3000cc-vehicle_age_post_2015-vehicle_weight_na,LCV - PHEV (Petrol) - Electricity consumption (>3000cc) post-2015,Vehicles,Transport,MfE,Distance
commercial_vehicle-vehicle_type_lcv-fuel_source_phev_petrol-engine_size_gte_3000cc-vehicle_age_post_2015-vehicle_weight_na,LCV - PHEV (Petrol) - Petrol consumption (>3000cc) post-2015,Vehicles,Transport,MfE,Distance
commercial_vehicle-vehicle_type_lcv-fuel_source_phev_petrol-engine_size_lt_1350cc-vehicle_age_post_2015-vehicle_weight_na,LCV - PHEV (Petrol) - Electricity consumption (<1350cc) post-2015,Vehicles,Transport,MfE,Distance
commercial_vehicle-vehicle_type_lcv-fuel_source_phev_petrol-engine_size_lt_1350cc-vehicle_age_post_2015-vehicle_weight_na,LCV - PHEV (Petrol) - Petrol consumption (<1350cc) post-2015,Vehicles,Transport,MfE,Distance
commercial_vehicle-vehicle_type_lcv-fuel_source_phev_petrol-engine_size_lt_1350cc-vehicle_age_post_2015-vehicle_weight_na,Petrol PHEV LCV (<1350cc) - electricity consumption post-2015,Vehicles,Transport,MfE,Distance
commercial_vehicle-vehicle_type_lcv-fuel_source_phev_petrol-engine_size_lt_1350cc-vehicle_age_post_2015-vehicle_weight_na,Petrol PHEV LCV (<1350cc) - fuel combustion post-2015,Vehicles,Transport,MfE,Distance
commercial_vehicle-vehicle_type_lcv_default_factor-fuel_source_diesel_hev-engine_size_na-vehicle_age_na-vehicle_weight_na,LCV - Diesel hybrid - default factor,Vehicles,Transport,MfE,Distance
commercial_vehicle-vehicle_type_light_duty_truck-fuel_source_biodiesel-engine_size_na-vehicle_age_na-vehicle_weight_na,Biodiesel Light-Duty Truck,Vehicles,Transport,EPA,Distance
commercial_vehicle-vehicle_type_light_duty_truck-fuel_source_cng-engine_size_na-vehicle_age_na-vehicle_weight_na,CNG Light-Duty Truck,Vehicles,Transport,EPA,Distance
commercial_vehicle-vehicle_type_light_duty_truck-fuel_source_diesel-engine_size_na-vehicle_age_1960_to_1982-vehicle_weight_na,Diesel Light-Duty Truck (1960-1982 models),Vehicles,Transport,EPA,Distance
commercial_vehicle-vehicle_type_light_duty_truck-fuel_source_diesel-engine_size_na-vehicle_age_1983_to_2006-vehicle_weight_na,Diesel Light-Duty Truck (1983-2006 models),Vehicles,Transport,EPA,Distance
commercial_vehicle-vehicle_type_light_duty_truck-fuel_source_diesel-engine_size_na-vehicle_age_2007_to_2022-vehicle_weight_na,Diesel Light-Duty Truck (2007-2022 models),Vehicles,Transport,EPA,Distance
commercial_vehicle-vehicle_type_light_duty_truck-fuel_source_ethanol-engine_size_na-vehicle_age_na-vehicle_weight_na,Ethanol Light-Duty Truck,Vehicles,Transport,EPA,Distance
commercial_vehicle-vehicle_type_light_duty_truck-fuel_source_gasoline-engine_size_na-vehicle_age_1973_to_1974-vehicle_weight_na,Gasoline Light-Duty Truck (1973-1974 models),Vehicles,Transport,EPA,Distance
commercial_vehicle-vehicle_type_light_duty_truck-fuel_source_gasoline-engine_size_na-vehicle_age_1975-vehicle_weight_na,Gasoline Light-Duty Truck (1975 models),Vehicles,Transport,EPA,Distance
commercial_vehicle-vehicle_type_light_duty_truck-fuel_source_gasoline-engine_size_na-vehicle_age_1976-vehicle_weight_na,Gasoline Light-Duty Truck (1976 models),Vehicles,Transport,EPA,Distance
commercial_vehicle-vehicle_type_light_duty_truck-fuel_source_gasoline-engine_size_na-vehicle_age_1977_to_1978-vehicle_weight_na,Gasoline Light-Duty Truck (1977-1978 models),Vehicles,Transport,EPA,Distance
commercial_vehicle-vehicle_type_light_duty_truck-fuel_source_gasoline-engine_size_na-vehicle_age_1979_to_1980-vehicle_weight_na,Gasoline Light-Duty Truck (1979-1980 models),Vehicles,Transport,EPA,Distance
commercial_vehicle-vehicle_type_light_duty_truck-fuel_source_gasoline-engine_size_na-vehicle_age_1981-vehicle_weight_na,Gasoline Light-Duty Truck (1981 models),Vehicles,Transport,EPA,Distance
commercial_vehicle-vehicle_type_light_duty_truck-fuel_source_gasoline-engine_size_na-vehicle_age_1982-vehicle_weight_na,Gasoline Light-Duty Truck (1982 models),Vehicles,Transport,EPA,Distance
commercial_vehicle-vehicle_type_light_duty_truck-fuel_source_gasoline-engine_size_na-vehicle_age_1983-vehicle_weight_na,Gasoline Light-Duty Truck (1983 models),Vehicles,Transport,EPA,Distance
commercial_vehicle-vehicle_type_light_duty_truck-fuel_source_gasoline-engine_size_na-vehicle_age_1984-vehicle_weight_na,Gasoline Light-Duty Truck (1984 models),Vehicles,Transport,EPA,Distance
commercial_vehicle-vehicle_type_light_duty_truck-fuel_source_gasoline-engine_size_na-vehicle_age_1985-vehicle_weight_na,Gasoline Light-Duty Truck (1985 models),Vehicles,Transport,EPA,Distance
commercial_vehicle-vehicle_type_light_duty_truck-fuel_source_gasoline-engine_size_na-vehicle_age_1986-vehicle_weight_na,Gasoline Light-Duty Truck (1986 models),Vehicles,Transport,EPA,Distance
commercial_vehicle-vehicle_type_light_duty_truck-fuel_source_gasoline-engine_size_na-vehicle_age_1987_to_1993-vehicle_weight_na,Gasoline Light-Duty Truck (1987-1993 models),Vehicles,Transport,EPA,Distance
commercial_vehicle-vehicle_type_light_duty_truck-fuel_source_gasoline-engine_size_na-vehicle_age_1994-vehicle_weight_na,Gasoline Light-Duty Truck (1994 models),Vehicles,Transport,EPA,Distance
commercial_vehicle-vehicle_type_light_duty_truck-fuel_source_gasoline-engine_size_na-vehicle_age_1995-vehicle_weight_na,Gasoline Light-Duty Truck (1995 models),Vehicles,Transport,EPA,Distance
commercial_vehicle-vehicle_type_light_duty_truck-fuel_source_gasoline-engine_size_na-vehicle_age_1996-vehicle_weight_na,Gasoline Light-Duty Truck (1996 models),Vehicles,Transport,EPA,Distance
commercial_vehicle-vehicle_type_light_duty_truck-fuel_source_gasoline-engine_size_na-vehicle_age_1997-vehicle_weight_na,Gasoline Light-Duty Truck (1997 models),Vehicles,Transport,EPA,Distance
commercial_vehicle-vehicle_type_light_duty_truck-fuel_source_gasoline-engine_size_na-vehicle_age_1998-vehicle_weight_na,Gasoline Light-Duty Truck (1998 models),Vehicles,Transport,EPA,Distance
commercial_vehicle-vehicle_type_light_duty_truck-fuel_source_gasoline-engine_size_na-vehicle_age_1999-vehicle_weight_na,Gasoline Light-Duty Truck (1999 models),Vehicles,Transport,EPA,Distance
commercial_vehicle-vehicle_type_light_duty_truck-fuel_source_gasoline-engine_size_na-vehicle_age_2000-vehicle_weight_na,Gasoline Light-Duty Truck (2000 models),Vehicles,Transport,EPA,Distance
commercial_vehicle-vehicle_type_light_duty_truck-fuel_source_gasoline-engine_size_na-vehicle_age_2001-vehicle_weight_na,Gasoline Light-Duty Truck (2001 models),Vehicles,Transport,EPA,Distance
commercial_vehicle-vehicle_type_light_duty_truck-fuel_source_gasoline-engine_size_na-vehicle_age_2002-vehicle_weight_na,Gasoline Light-Duty Truck (2002 models),Vehicles,Transport,EPA,Distance
commercial_vehicle-vehicle_type_light_duty_truck-fuel_source_gasoline-engine_size_na-vehicle_age_2003-vehicle_weight_na,Gasoline Light-Duty Truck (2003 models),Vehicles,Transport,EPA,Distance
commercial_vehicle-vehicle_type_light_duty_truck-fuel_source_gasoline-engine_size_na-vehicle_age_2004-vehicle_weight_na,Gasoline Light-Duty Truck (2004 models),Vehicles,Transport,EPA,Distance
commercial_vehicle-vehicle_type_light_duty_truck-fuel_source_gasoline-engine_size_na-vehicle_age_2005-vehicle_weight_na,Gasoline Light-Duty Truck (2005 models),Vehicles,Transport,EPA,Distance
commercial_vehicle-vehicle_type_light_duty_truck-fuel_source_gasoline-engine_size_na-vehicle_age_2006-vehicle_weight_na,Gasoline Light-Duty Truck (2006 models),Vehicles,Transport,EPA,Distance
commercial_vehicle-vehicle_type_light_duty_truck-fuel_source_gasoline-engine_size_na-vehicle_age_2007-vehicle_weight_na,Gasoline Light-Duty Truck (2007 models),Vehicles,Transport,EPA,Distance
commercial_vehicle-vehicle_type_light_duty_truck-fuel_source_gasoline-engine_size_na-vehicle_age_2008-vehicle_weight_na,Gasoline Light-Duty Truck (2008 models),Vehicles,Transport,EPA,Distance
commercial_vehicle-vehicle_type_light_duty_truck-fuel_source_gasoline-engine_size_na-vehicle_age_2009-vehicle_weight_na,Gasoline Light-Duty Truck (2009 models),Vehicles,Transport,EPA,Distance
commercial_vehicle-vehicle_type_light_duty_truck-fuel_source_gasoline-engine_size_na-vehicle_age_2010-vehicle_weight_na,Gasoline Light-Duty Truck (2010 models),Vehicles,Transport,EPA,Distance
commercial_vehicle-vehicle_type_light_duty_truck-fuel_source_gasoline-engine_size_na-vehicle_age_2011-vehicle_weight_na,Gasoline Light-Duty Truck (2011 models),Vehicles,Transport,EPA,Distance
commercial_vehicle-vehicle_type_light_duty_truck-fuel_source_gasoline-engine_size_na-vehicle_age_2012-vehicle_weight_na,Gasoline Light-Duty Truck (2012 models),Vehicles,Transport,EPA,Distance
commercial_vehicle-vehicle_type_light_duty_truck-fuel_source_gasoline-engine_size_na-vehicle_age_2013-vehicle_weight_na,Gasoline Light-Duty Truck (2013 models),Vehicles,Transport,EPA,Distance
commercial_vehicle-vehicle_type_light_duty_truck-fuel_source_gasoline-engine_size_na-vehicle_age_2014-vehicle_weight_na,Gasoline Light-Duty Truck (2014 models),Vehicles,Transport,EPA,Distance
commercial_vehicle-vehicle_type_light_duty_truck-fuel_source_gasoline-engine_size_na-vehicle_age_2015-vehicle_weight_na,Gasoline Light-Duty Truck (2015 models),Vehicles,Transport,EPA,Distance
commercial_vehicle-vehicle_type_light_duty_truck-fuel_source_gasoline-engine_size_na-vehicle_age_2016-vehicle_weight_na,Gasoline Light-Duty Truck (2016 models),Vehicles,Transport,EPA,Distance
commercial_vehicle-vehicle_type_light_duty_truck-fuel_source_gasoline-engine_size_na-vehicle_age_2017-vehicle_weight_na,Gasoline Light-Duty Truck (2017 models),Vehicles,Transport,EPA,Distance
commercial_vehicle-vehicle_type_light_duty_truck-fuel_source_gasoline-engine_size_na-vehicle_age_2018-vehicle_weight_na,Gasoline Light-Duty Truck (2018 models),Vehicles,Transport,EPA,Distance
commercial_vehicle-vehicle_type_light_duty_truck-fuel_source_gasoline-engine_size_na-vehicle_age_2019-vehicle_weight_na,Gasoline Light-Duty Truck (2019 models),Vehicles,Transport,EPA,Distance
commercial_vehicle-vehicle_type_light_duty_truck-fuel_source_gasoline-engine_size_na-vehicle_age_2020-vehicle_weight_na,Gasoline Light-Duty Truck (2020 models),Vehicles,Transport,EPA,Distance
commercial_vehicle-vehicle_type_light_duty_truck-fuel_source_gasoline-engine_size_na-vehicle_age_2021-vehicle_weight_na,Gasoline Light-Duty Truck (2021 models),Vehicles,Transport,EPA,Distance
commercial_vehicle-vehicle_type_light_duty_truck-fuel_source_gasoline-engine_size_na-vehicle_age_2022-vehicle_weight_na,Gasoline Light-Duty Truck (2022 models),Vehicles,Transport,EPA,Distance
commercial_vehicle-vehicle_type_light_duty_truck-fuel_source_lng-engine_size_na-vehicle_age_na-vehicle_weight_na,LNG Light-Duty Truck,Vehicles,Transport,EPA,Distance
commercial_vehicle-vehicle_type_light_duty_truck-fuel_source_lpg-engine_size_na-vehicle_age_na-vehicle_weight_na,LPG Light-Duty Truck,Vehicles,Transport,EPA,Distance
commercial_vehicle-vehicle_type_medium_and_heavy_duty_vehicle-fuel_source_diesel-engine_size_na-vehicle_age_1960_to_2006-vehicle_weight_na,Diesel Medium- and Heavy-Duty Vehicle (1960-2006 models),Vehicles,Transport,EPA,Distance
commercial_vehicle-vehicle_type_medium_and_heavy_duty_vehicle-fuel_source_diesel-engine_size_na-vehicle_age_2007_to_2022-vehicle_weight_na,Diesel Medium- and Heavy-Duty Vehicle (2007-2022 models),Vehicles,Transport,EPA,Distance
commercial_vehicle-vehicle_type_medium_duty_truck-fuel_source_biodiesel-engine_size_na-vehicle_age_na-vehicle_weight_na,Biodiesel Medium-Duty Truck,Vehicles,Transport,EPA,Distance
commercial_vehicle-vehicle_type_medium_duty_truck-fuel_source_cng-engine_size_na-vehicle_age_na-vehicle_weight_na,CNG Medium-Duty Truck,Vehicles,Transport,EPA,Distance
commercial_vehicle-vehicle_type_medium_duty_truck-fuel_source_lng-engine_size_na-vehicle_age_na-vehicle_weight_na,LNG Medium-Duty Truck,Vehicles,Transport,EPA,Distance
commercial_vehicle-vehicle_type_medium_duty_truck-fuel_source_lpg-engine_size_na-vehicle_age_na-vehicle_weight_na,LPG Medium-Duty Truck,Vehicles,Transport,EPA,Distance
commercial_vehicle-vehicle_type_truck_b1_light-fuel_source_na-engine_size_na-vehicle_age_na-vehicle_weight_na,Light-duty truck b1,Vehicles,Transport,GHG Protocol,Distance
